scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Balaenoptera physalus,57.903841,-152.718158,2022-08-15T10:59:35,2022,8,15,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,100,6.65,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.4445,-149.384167,2015-08-20T10:06:29,2015,8,20,2,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Fin whale,2189,7.69,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.952897,-152.625494,2021-08-19T12:49:56,2021,8,19,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,135,6.63,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.6426,-153.9191,2007-08-11T08:28,2007,8,11,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,131,6.89,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,58.895232,-148.200088,2013-07-14T11:35:33,2013,7,14,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,271,8.12,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.793979,-153.506999,2012-07-23T23:28:31,2012,7,23,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,151,6.92,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,56.8865,-162.1785,2000-06-13T21:58:06,2000,6,13,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Fin whale,63,3.88,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.954006,-152.676229,2020-08-08T11:32:54,2020,8,8,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,103,6.68,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.901859,-153.537266,2015-09-07T13:31:02,2015,9,7,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,142,6.93,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,59.359828,-148.83722,2013-07-14T06:25:53,2013,7,14,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,161,7.95,Fin Whale,Balaenoptera physalus
