scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,country,bathymetry,sst,species_common,species_scientific
Balaenoptera acutorostrata,33.629142,-118.292542,2017-04-17T16:34,2017,4,17,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,307,17.13,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.001,-118.194667,2011-04-16T13:27:15,2011,4,16,1,HumanObservation,"SOCAL KB04, FZN1, FZN2 Marine Mammal Aerial Monitoring 2011-2012",Common minke whale,,847,17.41,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,42.5442,-127.2363,2014-09-15T13:23:04,2014,9,15,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Common minke whale,,2894,13.09,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.494252,-117.952005,2006-04-08T05:41,2006,4,8,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Common minke whale,,468,17.46,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.556,-118.106,2018-06-21T13:18:30,2018,6,21,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,300,17.26,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.616746,-118.002777,2024-08-06T12:02:20,2024,8,6,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,20,17.26,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,30.35,-116.07,2003-08-01T06:21:48,2003,8,1,1,HumanObservation,"SWFSC Marine Mammal Survey, STAR 2003, Cruise 1624",Common minke whale,,103,17.01,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.548234,-122.987781,2013-08-02T11:10:16,2013,8,2,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,61,9.72,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.43,-117.7,2023-10-07T11:44:11,2023,10,7,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,45,17.54,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.5988,-118.2291,2017-09-04T13:35:13,2017,9,4,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,59,17.19,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.9585,-119.149833,2009-09-18T11:12:37,2009,9,18,1,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Common minke whale,,704,16.43,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.284311,-119.495544,2023-07-13T14:58:20,2023,7,13,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,64,15.66,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.778,-123.8847,2014-11-28T10:51:55,2014,11,28,1,HumanObservation,"SWFSC Marine Mammal Survey, CalCurCEAS 2014, Cruise 1647",Common minke whale,,4382,15.99,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.253333,-117.905556,2022-06-10T10:25:14,2022,6,10,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,790,17.54,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.684791,-118.332133,2005-07-07T16:15,2005,7,7,1,HumanObservation,CalCOFI marine mammal surveys 2004-2008 - on effort,Common minke whale,,153,17.11,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.2615,-122.120667,2005-07-20T19:21:34,2005,7,20,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Common minke whale,,644,13.03,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.061198,-118.026323,2013-03-28T12:25:06,2013,3,28,1,HumanObservation,SOCAL FZN4 Marine Mammal Aerial Monitoring 2013,Common minke whale,,994,17.5,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,45.86,-124.398667,2001-08-09T09:57:57,2001,8,9,1,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2001, Cruise 1617",Common minke whale,,148,11.95,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.399836,-119.882703,2012-05-19T15:38,2012,5,19,1,HumanObservation,"Gray Whales Count annual survey of northbound migration in Santa Barbara Channel, California 2011-2012",Common minke whale,,45,15.17,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.4125,-123.947,2005-11-19T07:47:19,2005,11,19,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1628",Common minke whale,,3685,13.32,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,37.2055,-123.010833,2005-07-16T20:11:33,2005,7,16,1,HumanObservation,"SWFSC Marine Mammal Survey, CSCAPE 2005, Cruise 1627",Common minke whale,,752,13.13,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.405078,-118.321595,2015-07-12T09:24,2015,7,12,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,326,17.32,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,42.968333,-124.502667,2018-07-31T14:01:38,2018,7,31,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,35,11.18,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.74,-117.4749,2023-04-10T13:54,2023,4,10,2,HumanObservation,Cuvier's Beaked Whale and Fin Whale Surveys at the Southern California Offshore Anti-submarine Warfare Range (SOAR),Common minke whale,,706,17.64,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.555278,-117.868889,2020-07-16T06:25:42,2020,7,16,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,272,17.41,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,48.31342,-122.897176,2023-07-18T12:31,2023,7,18,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,40,9.54,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.564123,-117.883301,2024-08-06T18:18:35,2024,8,6,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,226,17.41,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.342162,-119.61281,2020-07-14T10:54,2020,7,14,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,44,15.56,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,38.324303,-123.082108,2019-08-15T08:28:18,2019,8,15,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,-1,11.46,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.292167,-119.469,2009-09-17T08:55:43,2009,9,17,1,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Common minke whale,,50,15.66,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.682251,-118.310944,2017-06-02T14:51,2017,6,2,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,114,17.11,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.301992,-119.814338,2024-08-24T12:29:20,2024,8,24,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,295,15.32,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,36.006,-122.594167,2009-09-08T07:33:34,2009,9,8,2,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640",Common minke whale,,3337,13.84,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,34.049333,-120.1895,2018-09-12T07:18:30,2018,9,12,1,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651",Common minke whale,,21,14.62,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,32.7745,-117.5975,2011-04-15T09:53:09,2011,4,15,2,HumanObservation,"SOCAL KB04, FZN1, FZN2 Marine Mammal Aerial Monitoring 2011-2012",Common minke whale,,1005,17.72,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.567069,-117.873344,2017-08-20T09:00:40,2017,8,20,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,70,17.41,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,33.5557,-117.9341,2017-09-16T15:50:08,2017,9,16,1,HumanObservation,Happywhale - Common minke whale in North Pacific Ocean,Common minke whale,,327,17.39,Minke Whale,Balaenoptera acutorostrata
