scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Balaenoptera acutorostrata,56.8335,-169.5387,2000-06-28T07:30:14,2000,6,28,2,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,68,3.85,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,56.4528,-168.8705,2000-06-26T12:51:04,2000,6,26,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,114,4.78,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,55.8437,-162.2515,2000-06-14T10:18:01,2000,6,14,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,43,5.02,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,56.542,-169.3283,2000-06-28T12:10:48,2000,6,28,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,72,4.53,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,55.7157,-162.3713,2000-06-14T11:04:28,2000,6,14,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,35,5.06,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,59.1345,-147.3535,2003-07-12T09:08:20,2003,7,12,2,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Common minke whale,1070,8.23,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,58.3365,-169.7415,2000-06-27T14:43:56,2000,6,27,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,67,2.59,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,56.5898,-169.4143,2000-06-28T11:03:20,2000,6,28,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,46,4.3,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,55.5778,-162.8475,2000-06-14T13:08:38,2000,6,14,1,HumanObservation,NMML Bering Sea Cetacean Survey 2000,Common minke whale,38,5.16,Minke Whale,Balaenoptera acutorostrata
Balaenoptera acutorostrata,54.2638,-163.8094,2011-07-12,2011,7,12,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Minke Whale,102,6.0,Minke Whale,Balaenoptera acutorostrata
