scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Physeter macrocephalus,56.625717,-135.922,2009-06-13T08:28:57,2009,6,13,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,562,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,51.98,-131.15,2009-06-22T11:23:08,2009,6,22,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,173,9.91,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.43943,-148.29027,2013-07-09T22:37:32,2013,7,9,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Sperm whale,4278,7.6,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.5373,-136.617867,2012-04-23T09:15:34,2012,4,23,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,595,8.9,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.161167,-145.534333,2015-09-11T10:23:55,2015,9,11,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,3238,8.31,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.16172,-148.33066,2006-08-10T15:49:50,2006,8,10,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,131,8.1,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,55.576833,-154.044333,2015-08-11T19:20:31,2015,8,11,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,2078,7.15,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.66,-148.7864,2011-07-10,2011,7,10,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Sperm Whale,3846,7.0,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.924,-152.702333,2015-08-13T12:15:39,2015,8,13,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4403,6.84,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,55.269667,-153.641333,2015-08-14T12:04:28,2015,8,14,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,5532,7.09,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.62067,-135.8428,2009-06-12T07:55:05,2009,6,12,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,338,9.0,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.9,-136.616667,2005-05-16T12:57:27,2005,5,16,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,98,8.67,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.687527,-136.770773,2011-06-02T11:07:34,2011,6,2,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,632,8.85,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.6785,-161.1302,2009-07-15,2009,7,15,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Sperm Whale,3988,6.76,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.208733,-136.3293,2005-05-15T15:48:33,2005,5,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,731,8.88,Sperm Whale,Physeter macrocephalus
