scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Megaptera novaeangliae,30.71013,-81.30324,2018-02-20T13:35:38,2018,2,20,2,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2017-18,Humpback whale,12,22.41,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,29.241898,-89.0388,2008-03-15,2008,3,15,1,HumanObservation,Happywhale - Humpback whale in North Atlantic Ocean,Humpback whale,7,24.3,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.98163,-81.39555,2017-02-01T15:31:36,2017,2,1,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2016-17,Humpback whale,4,22.31,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.55364,-81.25406,2019-02-27T16:50:47,2019,2,27,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,Humpback whale,15,22.54,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.71329,-81.3329,2016-12-17T13:12:27,2016,12,17,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2016-17,Humpback whale,12,22.41,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,29.90663,-81.0114,2018-02-19T12:17:53,2018,2,19,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2017-18,Humpback whale,22,23.64,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.96032,-80.87906,2018-02-25T14:40:51,2018,2,25,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2017-18,Humpback whale,23,22.84,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.36129,-81.37557,2017-02-11T11:12:00,2017,2,11,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2016-17,Humpback whale,8,22.86,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.53129,-81.05124,2018-02-18T14:25:00,2018,2,18,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2017-18,Humpback whale,23,22.87,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.32979,-81.1409,2018-02-15T14:05:52,2018,2,15,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2017-18,Humpback whale,23,23.16,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.28763,-81.38624,2017-02-17T11:58:40,2017,2,17,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2016-17,Humpback whale,-2,22.82,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.38663,-81.2679,2017-12-11T14:33:39,2017,12,11,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2017-18,Humpback whale,16,22.82,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.73996,-80.94107,2019-03-01T11:56:55,2019,3,1,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2018-19,Humpback whale,21,23.09,Humpback Whale,Megaptera novaeangliae
Megaptera novaeangliae,30.23929,-81.3709,2017-02-05T17:23:51,2017,2,5,1,HumanObservation,SEUS Right Whale EWS Aerial Surveys 2016-17,Humpback whale,6,23.07,Humpback Whale,Megaptera novaeangliae
